anno;cantone;CPA_2_1_descr;misura;statistica;valore
2017;Ticino;65 Servizi connessi alle assicurazioni, alle riassicurazioni e ai fondi pensione, escluse le assicurazioni sociali obbligatorie;Tot_complessivo_in_fr.;importazioni;0
2017;Ticino;66 Servizi ausiliari dei servizi finanziari e dei servizi assicurativi;Tot_congiunturale_in_fr.;esportazioni;0
2017;Ticino;66 Servizi ausiliari dei servizi finanziari e dei servizi assicurativi;Tot_congiunturale_in_fr.;importazioni;0
2017;Ticino;66 Servizi ausiliari dei servizi finanziari e dei servizi assicurativi;Tot_complessivo_in_fr.;esportazioni;0
2017;Ticino;66 Servizi ausiliari dei servizi finanziari e dei servizi assicurativi;Tot_complessivo_in_fr.;importazioni;0
2017;Ticino;68 Servizi immobiliari;Tot_congiunturale_in_fr.;esportazioni;0
2017;Ticino;68 Servizi immobiliari;Tot_congiunturale_in_fr.;importazioni;0
2017;Ticino;68 Servizi immobiliari;Tot_complessivo_in_fr.;esportazioni;0
2017;Ticino;68 Servizi immobiliari;Tot_complessivo_in_fr.;importazioni;0
2017;Ticino;69 Servizi legali e contabilità;Tot_congiunturale_in_fr.;esportazioni;0
2017;Ticino;69 Servizi legali e contabilità;Tot_congiunturale_in_fr.;importazioni;0
2017;Ticino;69 Servizi legali e contabilità;Tot_complessivo_in_fr.;esportazioni;0
2017;Ticino;69 Servizi legali e contabilità;Tot_complessivo_in_fr.;importazioni;0
2017;Ticino;"70 Servizi di sedi sociali; servizi di consulenza in materia amministrativo-gestionale";Tot_congiunturale_in_fr.;esportazioni;0
2017;Ticino;"70 Servizi di sedi sociali; servizi di consulenza in materia amministrativo-gestionale";Tot_congiunturale_in_fr.;importazioni;0
2017;Ticino;"70 Servizi di sedi sociali; servizi di consulenza in materia amministrativo-gestionale";Tot_complessivo_in_fr.;esportazioni;0
2017;Ticino;"70 Servizi di sedi sociali; servizi di consulenza in materia amministrativo-gestionale";Tot_complessivo_in_fr.;importazioni;0
2017;Ticino;"71 Servizi in materia di architettura e di ingegneria; servizi di sperimentazione e di analisi tecnica";Tot_congiunturale_in_fr.;esportazioni;0
2017;Ticino;"71 Servizi in materia di architettura e di ingegneria; servizi di sperimentazione e di analisi tecnica";Tot_congiunturale_in_fr.;importazioni;133.58
2017;Ticino;"71 Servizi in materia di architettura e di ingegneria; servizi di sperimentazione e di analisi tecnica";Tot_complessivo_in_fr.;esportazioni;0
2017;Ticino;"71 Servizi in materia di architettura e di ingegneria; servizi di sperimentazione e di analisi tecnica";Tot_complessivo_in_fr.;importazioni;133.58
2017;Ticino;72 Servizi di ricerca e sviluppo scientifici;Tot_congiunturale_in_fr.;esportazioni;0
2017;Ticino;72 Servizi di ricerca e sviluppo scientifici;Tot_congiunturale_in_fr.;importazioni;0
2017;Ticino;72 Servizi di ricerca e sviluppo scientifici;Tot_complessivo_in_fr.;esportazioni;0
2017;Ticino;72 Servizi di ricerca e sviluppo scientifici;Tot_complessivo_in_fr.;importazioni;0
2017;Ticino;73 Servizi di pubblicità e studi di mercato;Tot_congiunturale_in_fr.;esportazioni;0
2017;Ticino;73 Servizi di pubblicità e studi di mercato;Tot_congiunturale_in_fr.;importazioni;0
2017;Ticino;73 Servizi di pubblicità e studi di mercato;Tot_complessivo_in_fr.;esportazioni;0
2017;Ticino;73 Servizi di pubblicità e studi di mercato;Tot_complessivo_in_fr.;importazioni;0
2017;Ticino;74 Altri servizi professionali, scientifici e tecnici;Tot_congiunturale_in_fr.;esportazioni;1475.69
2017;Ticino;74 Altri servizi professionali, scientifici e tecnici;Tot_congiunturale_in_fr.;importazioni;10850.16
2017;Ticino;74 Altri servizi professionali, scientifici e tecnici;Tot_complessivo_in_fr.;esportazioni;1475.69
2017;Ticino;74 Altri servizi professionali, scientifici e tecnici;Tot_complessivo_in_fr.;importazioni;10850.16
2017;Ticino;75 Servizi veterinari;Tot_congiunturale_in_fr.;esportazioni;0
2017;Ticino;75 Servizi veterinari;Tot_congiunturale_in_fr.;importazioni;0
2017;Ticino;75 Servizi veterinari;Tot_complessivo_in_fr.;esportazioni;0
2017;Ticino;75 Servizi veterinari;Tot_complessivo_in_fr.;importazioni;0
2017;Ticino;77 Servizi di locazione e leasing;Tot_congiunturale_in_fr.;esportazioni;0
2017;Ticino;77 Servizi di locazione e leasing;Tot_congiunturale_in_fr.;importazioni;0
2017;Ticino;77 Servizi di locazione e leasing;Tot_complessivo_in_fr.;esportazioni;0
2017;Ticino;77 Servizi di locazione e leasing;Tot_complessivo_in_fr.;importazioni;0
2017;Ticino;78 Servizi del lavoro;Tot_congiunturale_in_fr.;esportazioni;0
2017;Ticino;78 Servizi del lavoro;Tot_congiunturale_in_fr.;importazioni;0
2017;Ticino;78 Servizi del lavoro;Tot_complessivo_in_fr.;esportazioni;0
2017;Ticino;78 Servizi del lavoro;Tot_complessivo_in_fr.;importazioni;0
2017;Ticino;79 Servizi delle agenzie di viaggio, degli operatori turistici ed altri servizi di prenotazione e servizi connessi;Tot_congiunturale_in_fr.;esportazioni;0
2017;Ticino;79 Servizi delle agenzie di viaggio, degli operatori turistici ed altri servizi di prenotazione e servizi connessi;Tot_congiunturale_in_fr.;importazioni;0
2017;Ticino;79 Servizi delle agenzie di viaggio, degli operatori turistici ed altri servizi di prenotazione e servizi connessi;Tot_complessivo_in_fr.;esportazioni;0
2017;Ticino;79 Servizi delle agenzie di viaggio, degli operatori turistici ed altri servizi di prenotazione e servizi connessi;Tot_complessivo_in_fr.;importazioni;0
2017;Ticino;80 Servizi investigativi e di vigilanza;Tot_congiunturale_in_fr.;esportazioni;0
2017;Ticino;80 Servizi investigativi e di vigilanza;Tot_congiunturale_in_fr.;importazioni;0
2017;Ticino;80 Servizi investigativi e di vigilanza;Tot_complessivo_in_fr.;esportazioni;0
2017;Ticino;80 Servizi investigativi e di vigilanza;Tot_complessivo_in_fr.;importazioni;0
2017;Ticino;81 Servizi di manutenzione degli edifici e del paesaggio;Tot_congiunturale_in_fr.;esportazioni;0
2017;Ticino;81 Servizi di manutenzione degli edifici e del paesaggio;Tot_congiunturale_in_fr.;importazioni;0
2017;Ticino;81 Servizi di manutenzione degli edifici e del paesaggio;Tot_complessivo_in_fr.;esportazioni;0
2017;Ticino;81 Servizi di manutenzione degli edifici e del paesaggio;Tot_complessivo_in_fr.;importazioni;0
2017;Ticino;82 Servizi amministrativi e di sostegno per le funzioni d'ufficio ed altri servizi di sostegno alle imprese;Tot_congiunturale_in_fr.;esportazioni;0
2017;Ticino;82 Servizi amministrativi e di sostegno per le funzioni d'ufficio ed altri servizi di sostegno alle imprese;Tot_congiunturale_in_fr.;importazioni;0
2017;Ticino;82 Servizi amministrativi e di sostegno per le funzioni d'ufficio ed altri servizi di sostegno alle imprese;Tot_complessivo_in_fr.;esportazioni;0
2017;Ticino;82 Servizi amministrativi e di sostegno per le funzioni d'ufficio ed altri servizi di sostegno alle imprese;Tot_complessivo_in_fr.;importazioni;0
2017;Ticino;"84 Servizi di pubblica amministrazione e difesa; servizi di assicurazione sociale obbligatoria";Tot_congiunturale_in_fr.;esportazioni;0
2017;Ticino;"84 Servizi di pubblica amministrazione e difesa; servizi di assicurazione sociale obbligatoria";Tot_congiunturale_in_fr.;importazioni;0
2017;Ticino;"84 Servizi di pubblica amministrazione e difesa; servizi di assicurazione sociale obbligatoria";Tot_complessivo_in_fr.;esportazioni;0
2017;Ticino;"84 Servizi di pubblica amministrazione e difesa; servizi di assicurazione sociale obbligatoria";Tot_complessivo_in_fr.;importazioni;0
2017;Ticino;85 Servizi di istruzione;Tot_congiunturale_in_fr.;esportazioni;0
2017;Ticino;85 Servizi di istruzione;Tot_congiunturale_in_fr.;importazioni;0
2017;Ticino;85 Servizi di istruzione;Tot_complessivo_in_fr.;esportazioni;0
2017;Ticino;85 Servizi di istruzione;Tot_complessivo_in_fr.;importazioni;0
2017;Ticino;86 Servizi sanitari;Tot_congiunturale_in_fr.;esportazioni;0
2017;Ticino;86 Servizi sanitari;Tot_congiunturale_in_fr.;importazioni;0
2017;Ticino;86 Servizi sanitari;Tot_complessivo_in_fr.;esportazioni;0
2017;Ticino;86 Servizi sanitari;Tot_complessivo_in_fr.;importazioni;0
2017;Ticino;87 Servizi di assistenza residenziale;Tot_congiunturale_in_fr.;esportazioni;0
2017;Ticino;87 Servizi di assistenza residenziale;Tot_congiunturale_in_fr.;importazioni;0
2017;Ticino;87 Servizi di assistenza residenziale;Tot_complessivo_in_fr.;esportazioni;0
2017;Ticino;87 Servizi di assistenza residenziale;Tot_complessivo_in_fr.;importazioni;0
2017;Ticino;88 Servizi di assistenza sociale non residenziale;Tot_congiunturale_in_fr.;esportazioni;0
2017;Ticino;88 Servizi di assistenza sociale non residenziale;Tot_congiunturale_in_fr.;importazioni;0
2017;Ticino;88 Servizi di assistenza sociale non residenziale;Tot_complessivo_in_fr.;esportazioni;0
2017;Ticino;88 Servizi di assistenza sociale non residenziale;Tot_complessivo_in_fr.;importazioni;0
2017;Ticino;90 Servizi creativi, artistici e d'intrattenimento;Tot_congiunturale_in_fr.;esportazioni;0
2017;Ticino;90 Servizi creativi, artistici e d'intrattenimento;Tot_congiunturale_in_fr.;importazioni;0
2017;Ticino;90 Servizi creativi, artistici e d'intrattenimento;Tot_complessivo_in_fr.;esportazioni;6428953.44
2017;Ticino;90 Servizi creativi, artistici e d'intrattenimento;Tot_complessivo_in_fr.;importazioni;10273780.74
2017;Ticino;91 Servizi di biblioteche, archivi, musei ed altri servizi culturali;Tot_congiunturale_in_fr.;esportazioni;0
2017;Ticino;91 Servizi di biblioteche, archivi, musei ed altri servizi culturali;Tot_congiunturale_in_fr.;importazioni;0
2017;Ticino;91 Servizi di biblioteche, archivi, musei ed altri servizi culturali;Tot_complessivo_in_fr.;esportazioni;2221974.09
2017;Ticino;91 Servizi di biblioteche, archivi, musei ed altri servizi culturali;Tot_complessivo_in_fr.;importazioni;2004905.52
2017;Ticino;92 Servizi riguardanti il gioco d'azzardo;Tot_congiunturale_in_fr.;esportazioni;0
2017;Ticino;92 Servizi riguardanti il gioco d'azzardo;Tot_congiunturale_in_fr.;importazioni;0
2017;Ticino;92 Servizi riguardanti il gioco d'azzardo;Tot_complessivo_in_fr.;esportazioni;0
2017;Ticino;92 Servizi riguardanti il gioco d'azzardo;Tot_complessivo_in_fr.;importazioni;0
2017;Ticino;93 Servizi sportivi e di intrattenimento e divertimento;Tot_congiunturale_in_fr.;esportazioni;0
2017;Ticino;93 Servizi sportivi e di intrattenimento e divertimento;Tot_congiunturale_in_fr.;importazioni;0
2017;Ticino;93 Servizi sportivi e di intrattenimento e divertimento;Tot_complessivo_in_fr.;esportazioni;0
2017;Ticino;93 Servizi sportivi e di intrattenimento e divertimento;Tot_complessivo_in_fr.;importazioni;0
2017;Ticino;94 Servizi forniti da organizzazioni associative;Tot_congiunturale_in_fr.;esportazioni;0
2017;Ticino;94 Servizi forniti da organizzazioni associative;Tot_congiunturale_in_fr.;importazioni;0
2017;Ticino;94 Servizi forniti da organizzazioni associative;Tot_complessivo_in_fr.;esportazioni;0
2017;Ticino;94 Servizi forniti da organizzazioni associative;Tot_complessivo_in_fr.;importazioni;0
2017;Ticino;95 Servizi di riparazione di elaboratori elettronici e di beni per uso personale e domestico;Tot_congiunturale_in_fr.;esportazioni;0
2017;Ticino;95 Servizi di riparazione di elaboratori elettronici e di beni per uso personale e domestico;Tot_congiunturale_in_fr.;importazioni;0
2017;Ticino;95 Servizi di riparazione di elaboratori elettronici e di beni per uso personale e domestico;Tot_complessivo_in_fr.;esportazioni;0
2017;Ticino;95 Servizi di riparazione di elaboratori elettronici e di beni per uso personale e domestico;Tot_complessivo_in_fr.;importazioni;0
2017;Ticino;96 Altri servizi personali;Tot_congiunturale_in_fr.;esportazioni;0
2017;Ticino;96 Altri servizi personali;Tot_congiunturale_in_fr.;importazioni;23.6
2017;Ticino;96 Altri servizi personali;Tot_complessivo_in_fr.;esportazioni;0
2017;Ticino;96 Altri servizi personali;Tot_complessivo_in_fr.;importazioni;23.6
2017;Ticino;97 Servizi di datore di lavoro per personale domestico svolti da famiglie e convivenze;Tot_congiunturale_in_fr.;esportazioni;0
2017;Ticino;97 Servizi di datore di lavoro per personale domestico svolti da famiglie e convivenze;Tot_congiunturale_in_fr.;importazioni;0
2017;Ticino;97 Servizi di datore di lavoro per personale domestico svolti da famiglie e convivenze;Tot_complessivo_in_fr.;esportazioni;0
2017;Ticino;97 Servizi di datore di lavoro per personale domestico svolti da famiglie e convivenze;Tot_complessivo_in_fr.;importazioni;0
2017;Ticino;98 Produzione di beni e servizi per uso proprio da parte di famiglie e convivenze;Tot_congiunturale_in_fr.;esportazioni;0
2017;Ticino;98 Produzione di beni e servizi per uso proprio da parte di famiglie e convivenze;Tot_congiunturale_in_fr.;importazioni;0
2017;Ticino;98 Produzione di beni e servizi per uso proprio da parte di famiglie e convivenze;Tot_complessivo_in_fr.;esportazioni;0
2017;Ticino;98 Produzione di beni e servizi per uso proprio da parte di famiglie e convivenze;Tot_complessivo_in_fr.;importazioni;0
2017;Ticino;99 Servizi forniti da organizzazioni ed organismi extraterritoriali;Tot_congiunturale_in_fr.;esportazioni;0
2017;Ticino;99 Servizi forniti da organizzazioni ed organismi extraterritoriali;Tot_congiunturale_in_fr.;importazioni;0
2017;Ticino;99 Servizi forniti da organizzazioni ed organismi extraterritoriali;Tot_complessivo_in_fr.;esportazioni;0
2017;Ticino;99 Servizi forniti da organizzazioni ed organismi extraterritoriali;Tot_complessivo_in_fr.;importazioni;0
2018;Svizzera;Totale;Tot_congiunturale_in_fr.;esportazioni;233224179642.08
2018;Svizzera;Totale;Tot_congiunturale_in_fr.;importazioni;201848798548.18
2018;Svizzera;Totale;Tot_complessivo_in_fr.;esportazioni;303885759539.58
2018;Svizzera;Totale;Tot_complessivo_in_fr.;importazioni;273389090131.49
2018;Svizzera;01 Prodotti dell'agricoltura e della caccia e relativi servizi;Tot_congiunturale_in_fr.;esportazioni;107650411.82
2018;Svizzera;01 Prodotti dell'agricoltura e della caccia e relativi servizi;Tot_congiunturale_in_fr.;importazioni;3642045077.49
2018;Svizzera;01 Prodotti dell'agricoltura e della caccia e relativi servizi;Tot_complessivo_in_fr.;esportazioni;107650411.82
2018;Svizzera;01 Prodotti dell'agricoltura e della caccia e relativi servizi;Tot_complessivo_in_fr.;importazioni;3642045077.49
2018;Svizzera;02 Prodotti della silvicoltura, delle operazioni di taglio e trasporto dei tronchi e servizi connessi;Tot_congiunturale_in_fr.;esportazioni;74638207
2018;Svizzera;02 Prodotti della silvicoltura, delle operazioni di taglio e trasporto dei tronchi e servizi connessi;Tot_congiunturale_in_fr.;importazioni;56542406.02
2018;Svizzera;02 Prodotti della silvicoltura, delle operazioni di taglio e trasporto dei tronchi e servizi connessi;Tot_complessivo_in_fr.;esportazioni;74638207
2018;Svizzera;02 Prodotti della silvicoltura, delle operazioni di taglio e trasporto dei tronchi e servizi connessi;Tot_complessivo_in_fr.;importazioni;56542406.02
2018;Svizzera;"03 Pesci ed altri prodotti della pesca; prodotti dell'acquacoltura; servizi di supporto per la pesca";Tot_congiunturale_in_fr.;esportazioni;460057
2018;Svizzera;"03 Pesci ed altri prodotti della pesca; prodotti dell'acquacoltura; servizi di supporto per la pesca";Tot_congiunturale_in_fr.;importazioni;136609278.1
2018;Svizzera;"03 Pesci ed altri prodotti della pesca; prodotti dell'acquacoltura; servizi di supporto per la pesca";Tot_complessivo_in_fr.;esportazioni;8533194.01
2018;Svizzera;"03 Pesci ed altri prodotti della pesca; prodotti dell'acquacoltura; servizi di supporto per la pesca";Tot_complessivo_in_fr.;importazioni;143496795.06
2018;Svizzera;05 Carboni fossili e ligniti;Tot_congiunturale_in_fr.;esportazioni;13084
2018;Svizzera;05 Carboni fossili e ligniti;Tot_congiunturale_in_fr.;importazioni;15826972.05
2018;Svizzera;05 Carboni fossili e ligniti;Tot_complessivo_in_fr.;esportazioni;13084
2018;Svizzera;05 Carboni fossili e ligniti;Tot_complessivo_in_fr.;importazioni;15826972.05
2018;Svizzera;06 Petrolio greggio e gas naturale;Tot_congiunturale_in_fr.;esportazioni;46189.01
2018;Svizzera;06 Petrolio greggio e gas naturale;Tot_congiunturale_in_fr.;importazioni;2732120101.02
2018;Svizzera;06 Petrolio greggio e gas naturale;Tot_complessivo_in_fr.;esportazioni;46189.01
2018;Svizzera;06 Petrolio greggio e gas naturale;Tot_complessivo_in_fr.;importazioni;2732120101.02
2018;Svizzera;07 Minerali metalliferi;Tot_congiunturale_in_fr.;esportazioni;987613.99
2018;Svizzera;07 Minerali metalliferi;Tot_congiunturale_in_fr.;importazioni;5895691.03
2018;Svizzera;07 Minerali metalliferi;Tot_complessivo_in_fr.;esportazioni;987613.99
2018;Svizzera;07 Minerali metalliferi;Tot_complessivo_in_fr.;importazioni;5895691.03
2018;Svizzera;08 Altri prodotti delle miniere e delle cave;Tot_congiunturale_in_fr.;esportazioni;47074147.15
2018;Svizzera;08 Altri prodotti delle miniere e delle cave;Tot_congiunturale_in_fr.;importazioni;292237997.91
2018;Svizzera;08 Altri prodotti delle miniere e delle cave;Tot_complessivo_in_fr.;esportazioni;57972903.13
2018;Svizzera;08 Altri prodotti delle miniere e delle cave;Tot_complessivo_in_fr.;importazioni;303522746.88
2018;Svizzera;09 Servizi di supporto per le attività di estrazione;Tot_congiunturale_in_fr.;esportazioni;0
2018;Svizzera;09 Servizi di supporto per le attività di estrazione;Tot_congiunturale_in_fr.;importazioni;0
2018;Svizzera;09 Servizi di supporto per le attività di estrazione;Tot_complessivo_in_fr.;esportazioni;0
2018;Svizzera;09 Servizi di supporto per le attività di estrazione;Tot_complessivo_in_fr.;importazioni;0
2018;Svizzera;10 Prodotti alimentari;Tot_congiunturale_in_fr.;esportazioni;6841530631.59
2018;Svizzera;10 Prodotti alimentari;Tot_congiunturale_in_fr.;importazioni;6809165386.44
2018;Svizzera;10 Prodotti alimentari;Tot_complessivo_in_fr.;esportazioni;6841530631.59
2018;Svizzera;10 Prodotti alimentari;Tot_complessivo_in_fr.;importazioni;6809165386.44
2018;Svizzera;11 Bevande;Tot_congiunturale_in_fr.;esportazioni;1932117273.21
2018;Svizzera;11 Bevande;Tot_congiunturale_in_fr.;importazioni;1924219308.15
2018;Svizzera;11 Bevande;Tot_complessivo_in_fr.;esportazioni;1932117273.21
2018;Svizzera;11 Bevande;Tot_complessivo_in_fr.;importazioni;1924219308.15
2018;Svizzera;12 Prodotti a base di tabacco;Tot_congiunturale_in_fr.;esportazioni;626639473.98
2018;Svizzera;12 Prodotti a base di tabacco;Tot_congiunturale_in_fr.;importazioni;260918050.86
2018;Svizzera;12 Prodotti a base di tabacco;Tot_complessivo_in_fr.;esportazioni;626639473.98
2018;Svizzera;12 Prodotti a base di tabacco;Tot_complessivo_in_fr.;importazioni;260918050.86
2018;Svizzera;13 Prodotti tessili;Tot_congiunturale_in_fr.;esportazioni;1100377883.11
2018;Svizzera;13 Prodotti tessili;Tot_congiunturale_in_fr.;importazioni;1960494366.18
2018;Svizzera;13 Prodotti tessili;Tot_complessivo_in_fr.;esportazioni;1100377883.11
2018;Svizzera;13 Prodotti tessili;Tot_complessivo_in_fr.;importazioni;1960494366.18
2018;Svizzera;14 Articoli di abbigliamento;Tot_congiunturale_in_fr.;esportazioni;2556474239.04
2018;Svizzera;14 Articoli di abbigliamento;Tot_congiunturale_in_fr.;importazioni;7226988615.86
2018;Svizzera;14 Articoli di abbigliamento;Tot_complessivo_in_fr.;esportazioni;2556474239.04
2018;Svizzera;14 Articoli di abbigliamento;Tot_complessivo_in_fr.;importazioni;7226988615.86
2018;Svizzera;15 Cuoio e relativi prodotti;Tot_congiunturale_in_fr.;esportazioni;1751087856.92
2018;Svizzera;15 Cuoio e relativi prodotti;Tot_congiunturale_in_fr.;importazioni;3728615649.65
2018;Svizzera;15 Cuoio e relativi prodotti;Tot_complessivo_in_fr.;esportazioni;1751087856.92
2018;Svizzera;15 Cuoio e relativi prodotti;Tot_complessivo_in_fr.;importazioni;3728615649.65
2018;Svizzera;"16 Legno e prodotti in legno e sughero (esclusi i mobili); articoli di paglia e materiali da intreccio";Tot_congiunturale_in_fr.;esportazioni;527361053.07
2018;Svizzera;"16 Legno e prodotti in legno e sughero (esclusi i mobili); articoli di paglia e materiali da intreccio";Tot_congiunturale_in_fr.;importazioni;2069774160.6
2018;Svizzera;"16 Legno e prodotti in legno e sughero (esclusi i mobili); articoli di paglia e materiali da intreccio";Tot_complessivo_in_fr.;esportazioni;527361053.07
2018;Svizzera;"16 Legno e prodotti in legno e sughero (esclusi i mobili); articoli di paglia e materiali da intreccio";Tot_complessivo_in_fr.;importazioni;2069774160.6
2018;Svizzera;17 Carta e prodotti di carta;Tot_congiunturale_in_fr.;esportazioni;1233093486.7
2018;Svizzera;17 Carta e prodotti di carta;Tot_congiunturale_in_fr.;importazioni;2511700456.43
2018;Svizzera;17 Carta e prodotti di carta;Tot_complessivo_in_fr.;esportazioni;1233093486.7
2018;Svizzera;17 Carta e prodotti di carta;Tot_complessivo_in_fr.;importazioni;2511700456.43
2018;Svizzera;18 Servizi di stampa e di registrazione;Tot_congiunturale_in_fr.;esportazioni;99832766.97
2018;Svizzera;18 Servizi di stampa e di registrazione;Tot_congiunturale_in_fr.;importazioni;25291942.01
2018;Svizzera;18 Servizi di stampa e di registrazione;Tot_complessivo_in_fr.;esportazioni;99832766.97
2018;Svizzera;18 Servizi di stampa e di registrazione;Tot_complessivo_in_fr.;importazioni;25291942.01
2018;Svizzera;19 Coke e prodotti petroliferi raffinati;Tot_congiunturale_in_fr.;esportazioni;749955282.01
2018;Svizzera;19 Coke e prodotti petroliferi raffinati;Tot_congiunturale_in_fr.;importazioni;4846031938.03
2018;Svizzera;19 Coke e prodotti petroliferi raffinati;Tot_complessivo_in_fr.;esportazioni;749955282.01
2018;Svizzera;19 Coke e prodotti petroliferi raffinati;Tot_complessivo_in_fr.;importazioni;4846031938.03
2018;Svizzera;20 Prodotti chimici;Tot_congiunturale_in_fr.;esportazioni;20220268817.73
2018;Svizzera;20 Prodotti chimici;Tot_congiunturale_in_fr.;importazioni;15064732419.92
2018;Svizzera;20 Prodotti chimici;Tot_complessivo_in_fr.;esportazioni;20237545299.78
2018;Svizzera;20 Prodotti chimici;Tot_complessivo_in_fr.;importazioni;15078486106.87
2018;Svizzera;21 Prodotti farmaceutici di base e preparati farmaceutici;Tot_congiunturale_in_fr.;esportazioni;83668319191.42
2018;Svizzera;21 Prodotti farmaceutici di base e preparati farmaceutici;Tot_congiunturale_in_fr.;importazioni;35401482700.87
2018;Svizzera;21 Prodotti farmaceutici di base e preparati farmaceutici;Tot_complessivo_in_fr.;esportazioni;83668319191.42
2018;Svizzera;21 Prodotti farmaceutici di base e preparati farmaceutici;Tot_complessivo_in_fr.;importazioni;35401482700.87
2018;Svizzera;22 Articoli in gomma e materie plastiche;Tot_congiunturale_in_fr.;esportazioni;3924348361.1
2018;Svizzera;22 Articoli in gomma e materie plastiche;Tot_congiunturale_in_fr.;importazioni;5963946859.81
2018;Svizzera;22 Articoli in gomma e materie plastiche;Tot_complessivo_in_fr.;esportazioni;3924348361.1
2018;Svizzera;22 Articoli in gomma e materie plastiche;Tot_complessivo_in_fr.;importazioni;5963946859.81
2018;Svizzera;23 Altri prodotti della lavorazione di minerali non metalliferi;Tot_congiunturale_in_fr.;esportazioni;1242643866.16
2018;Svizzera;23 Altri prodotti della lavorazione di minerali non metalliferi;Tot_congiunturale_in_fr.;importazioni;2895632924.91
2018;Svizzera;23 Altri prodotti della lavorazione di minerali non metalliferi;Tot_complessivo_in_fr.;esportazioni;1242643866.16
2018;Svizzera;23 Altri prodotti della lavorazione di minerali non metalliferi;Tot_complessivo_in_fr.;importazioni;2895632924.91
2018;Svizzera;24 Metalli;Tot_congiunturale_in_fr.;esportazioni;3943256072.53
2018;Svizzera;24 Metalli;Tot_congiunturale_in_fr.;importazioni;6885625710.13
2018;Svizzera;24 Metalli;Tot_complessivo_in_fr.;esportazioni;68414105096.22
2018;Svizzera;24 Metalli;Tot_complessivo_in_fr.;importazioni;70686673823.12
2018;Svizzera;25 Prodotti in metallo, esclusi macchine e impianti;Tot_congiunturale_in_fr.;esportazioni;6206133321.06
2018;Svizzera;25 Prodotti in metallo, esclusi macchine e impianti;Tot_congiunturale_in_fr.;importazioni;6777586320.3
2018;Svizzera;25 Prodotti in metallo, esclusi macchine e impianti;Tot_complessivo_in_fr.;esportazioni;6206133321.06
2018;Svizzera;25 Prodotti in metallo, esclusi macchine e impianti;Tot_complessivo_in_fr.;importazioni;6777586320.3
2018;Svizzera;26 Prodotti informatici, elettronici ed ottici;Tot_congiunturale_in_fr.;esportazioni;32649469826.26
2018;Svizzera;26 Prodotti informatici, elettronici ed ottici;Tot_congiunturale_in_fr.;importazioni;17827498454.85
2018;Svizzera;26 Prodotti informatici, elettronici ed ottici;Tot_complessivo_in_fr.;esportazioni;32649469826.26
2018;Svizzera;26 Prodotti informatici, elettronici ed ottici;Tot_complessivo_in_fr.;importazioni;17827498454.85
2018;Svizzera;27 Apparecchiature elettriche;Tot_congiunturale_in_fr.;esportazioni;9778085645.78
2018;Svizzera;27 Apparecchiature elettriche;Tot_congiunturale_in_fr.;importazioni;8948584847.26
2018;Svizzera;27 Apparecchiature elettriche;Tot_complessivo_in_fr.;esportazioni;9778085645.78
2018;Svizzera;27 Apparecchiature elettriche;Tot_complessivo_in_fr.;importazioni;8948584847.26
2018;Svizzera;28 Macchine ed apparecchi meccanici n.c.a.;Tot_congiunturale_in_fr.;esportazioni;23008408693.59
2018;Svizzera;28 Macchine ed apparecchi meccanici n.c.a.;Tot_congiunturale_in_fr.;importazioni;14625213103.89
2018;Svizzera;28 Macchine ed apparecchi meccanici n.c.a.;Tot_complessivo_in_fr.;esportazioni;23008408693.59
2018;Svizzera;28 Macchine ed apparecchi meccanici n.c.a.;Tot_complessivo_in_fr.;importazioni;14625213103.89
2018;Svizzera;29 Autoveicoli, rimorchi e semirimorchi;Tot_congiunturale_in_fr.;esportazioni;2381083088.34
2018;Svizzera;29 Autoveicoli, rimorchi e semirimorchi;Tot_congiunturale_in_fr.;importazioni;13986314441.59
2018;Svizzera;29 Autoveicoli, rimorchi e semirimorchi;Tot_complessivo_in_fr.;esportazioni;2381083088.34
2018;Svizzera;29 Autoveicoli, rimorchi e semirimorchi;Tot_complessivo_in_fr.;importazioni;13986314441.59
2018;Svizzera;30 Altri mezzi di trasporto;Tot_congiunturale_in_fr.;esportazioni;3036164690.41
2018;Svizzera;30 Altri mezzi di trasporto;Tot_congiunturale_in_fr.;importazioni;5775310142.05
2018;Svizzera;30 Altri mezzi di trasporto;Tot_complessivo_in_fr.;esportazioni;3036164690.41
2018;Svizzera;30 Altri mezzi di trasporto;Tot_complessivo_in_fr.;importazioni;5775310142.05
2018;Svizzera;31 Mobilio;Tot_congiunturale_in_fr.;esportazioni;533932875.22
2018;Svizzera;31 Mobilio;Tot_congiunturale_in_fr.;importazioni;3234553551.43
2018;Svizzera;31 Mobilio;Tot_complessivo_in_fr.;esportazioni;533932875.22
2018;Svizzera;31 Mobilio;Tot_complessivo_in_fr.;importazioni;3234553551.43
2018;Svizzera;32 Altri manufatti;Tot_congiunturale_in_fr.;esportazioni;21488384414.21
2018;Svizzera;32 Altri manufatti;Tot_congiunturale_in_fr.;importazioni;22352401347.96
2018;Svizzera;32 Altri manufatti;Tot_complessivo_in_fr.;esportazioni;24535573074.08
2018;Svizzera;32 Altri manufatti;Tot_complessivo_in_fr.;importazioni;26275802473.21
2018;Svizzera;33 Servizi di riparazione e installazione di macchinari e apparecchi;Tot_congiunturale_in_fr.;esportazioni;0
