anno;cantone;CPA_2_1_descr;misura;statistica;valore
2019;Svizzera;79 Servizi delle agenzie di viaggio, degli operatori turistici ed altri servizi di prenotazione e servizi connessi;Tot_complessivo_in_fr.;importazioni;0
2019;Svizzera;80 Servizi investigativi e di vigilanza;Tot_congiunturale_in_fr.;esportazioni;0
2019;Svizzera;80 Servizi investigativi e di vigilanza;Tot_congiunturale_in_fr.;importazioni;0
2019;Svizzera;80 Servizi investigativi e di vigilanza;Tot_complessivo_in_fr.;esportazioni;0
2019;Svizzera;80 Servizi investigativi e di vigilanza;Tot_complessivo_in_fr.;importazioni;0
2019;Svizzera;81 Servizi di manutenzione degli edifici e del paesaggio;Tot_congiunturale_in_fr.;esportazioni;0
2019;Svizzera;81 Servizi di manutenzione degli edifici e del paesaggio;Tot_congiunturale_in_fr.;importazioni;0
2019;Svizzera;81 Servizi di manutenzione degli edifici e del paesaggio;Tot_complessivo_in_fr.;esportazioni;0
2019;Svizzera;81 Servizi di manutenzione degli edifici e del paesaggio;Tot_complessivo_in_fr.;importazioni;0
2019;Svizzera;82 Servizi amministrativi e di sostegno per le funzioni d'ufficio ed altri servizi di sostegno alle imprese;Tot_congiunturale_in_fr.;esportazioni;0
2019;Svizzera;82 Servizi amministrativi e di sostegno per le funzioni d'ufficio ed altri servizi di sostegno alle imprese;Tot_congiunturale_in_fr.;importazioni;0
2019;Svizzera;82 Servizi amministrativi e di sostegno per le funzioni d'ufficio ed altri servizi di sostegno alle imprese;Tot_complessivo_in_fr.;esportazioni;0
2019;Svizzera;82 Servizi amministrativi e di sostegno per le funzioni d'ufficio ed altri servizi di sostegno alle imprese;Tot_complessivo_in_fr.;importazioni;0
2019;Svizzera;"84 Servizi di pubblica amministrazione e difesa; servizi di assicurazione sociale obbligatoria";Tot_congiunturale_in_fr.;esportazioni;0
2019;Svizzera;"84 Servizi di pubblica amministrazione e difesa; servizi di assicurazione sociale obbligatoria";Tot_congiunturale_in_fr.;importazioni;0
2019;Svizzera;"84 Servizi di pubblica amministrazione e difesa; servizi di assicurazione sociale obbligatoria";Tot_complessivo_in_fr.;esportazioni;0
2019;Svizzera;"84 Servizi di pubblica amministrazione e difesa; servizi di assicurazione sociale obbligatoria";Tot_complessivo_in_fr.;importazioni;0
2019;Svizzera;85 Servizi di istruzione;Tot_congiunturale_in_fr.;esportazioni;0
2019;Svizzera;85 Servizi di istruzione;Tot_congiunturale_in_fr.;importazioni;0
2019;Svizzera;85 Servizi di istruzione;Tot_complessivo_in_fr.;esportazioni;0
2019;Svizzera;85 Servizi di istruzione;Tot_complessivo_in_fr.;importazioni;0
2019;Svizzera;86 Servizi sanitari;Tot_congiunturale_in_fr.;esportazioni;0
2019;Svizzera;86 Servizi sanitari;Tot_congiunturale_in_fr.;importazioni;0
2019;Svizzera;86 Servizi sanitari;Tot_complessivo_in_fr.;esportazioni;0
2019;Svizzera;86 Servizi sanitari;Tot_complessivo_in_fr.;importazioni;0
2019;Svizzera;87 Servizi di assistenza residenziale;Tot_congiunturale_in_fr.;esportazioni;0
2019;Svizzera;87 Servizi di assistenza residenziale;Tot_congiunturale_in_fr.;importazioni;0
2019;Svizzera;87 Servizi di assistenza residenziale;Tot_complessivo_in_fr.;esportazioni;0
2019;Svizzera;87 Servizi di assistenza residenziale;Tot_complessivo_in_fr.;importazioni;0
2019;Svizzera;88 Servizi di assistenza sociale non residenziale;Tot_congiunturale_in_fr.;esportazioni;0
2019;Svizzera;88 Servizi di assistenza sociale non residenziale;Tot_congiunturale_in_fr.;importazioni;0
2019;Svizzera;88 Servizi di assistenza sociale non residenziale;Tot_complessivo_in_fr.;esportazioni;0
2019;Svizzera;88 Servizi di assistenza sociale non residenziale;Tot_complessivo_in_fr.;importazioni;0
2019;Svizzera;90 Servizi creativi, artistici e d'intrattenimento;Tot_congiunturale_in_fr.;esportazioni;0
2019;Svizzera;90 Servizi creativi, artistici e d'intrattenimento;Tot_congiunturale_in_fr.;importazioni;0
2019;Svizzera;90 Servizi creativi, artistici e d'intrattenimento;Tot_complessivo_in_fr.;esportazioni;1527342981.11
2019;Svizzera;90 Servizi creativi, artistici e d'intrattenimento;Tot_complessivo_in_fr.;importazioni;2112317601.02
2019;Svizzera;91 Servizi di biblioteche, archivi, musei ed altri servizi culturali;Tot_congiunturale_in_fr.;esportazioni;0
2019;Svizzera;91 Servizi di biblioteche, archivi, musei ed altri servizi culturali;Tot_congiunturale_in_fr.;importazioni;0
2019;Svizzera;91 Servizi di biblioteche, archivi, musei ed altri servizi culturali;Tot_complessivo_in_fr.;esportazioni;341823458.13
2019;Svizzera;91 Servizi di biblioteche, archivi, musei ed altri servizi culturali;Tot_complessivo_in_fr.;importazioni;327006094.07
2019;Svizzera;92 Servizi riguardanti il gioco d'azzardo;Tot_congiunturale_in_fr.;esportazioni;0
2019;Svizzera;92 Servizi riguardanti il gioco d'azzardo;Tot_congiunturale_in_fr.;importazioni;0
2019;Svizzera;92 Servizi riguardanti il gioco d'azzardo;Tot_complessivo_in_fr.;esportazioni;0
2019;Svizzera;92 Servizi riguardanti il gioco d'azzardo;Tot_complessivo_in_fr.;importazioni;0
2019;Svizzera;93 Servizi sportivi e di intrattenimento e divertimento;Tot_congiunturale_in_fr.;esportazioni;0
2019;Svizzera;93 Servizi sportivi e di intrattenimento e divertimento;Tot_congiunturale_in_fr.;importazioni;0
2019;Svizzera;93 Servizi sportivi e di intrattenimento e divertimento;Tot_complessivo_in_fr.;esportazioni;0
2019;Svizzera;93 Servizi sportivi e di intrattenimento e divertimento;Tot_complessivo_in_fr.;importazioni;0
2019;Svizzera;94 Servizi forniti da organizzazioni associative;Tot_congiunturale_in_fr.;esportazioni;0
2019;Svizzera;94 Servizi forniti da organizzazioni associative;Tot_congiunturale_in_fr.;importazioni;0
2019;Svizzera;94 Servizi forniti da organizzazioni associative;Tot_complessivo_in_fr.;esportazioni;0
2019;Svizzera;94 Servizi forniti da organizzazioni associative;Tot_complessivo_in_fr.;importazioni;0
2019;Svizzera;95 Servizi di riparazione di elaboratori elettronici e di beni per uso personale e domestico;Tot_congiunturale_in_fr.;esportazioni;0
2019;Svizzera;95 Servizi di riparazione di elaboratori elettronici e di beni per uso personale e domestico;Tot_congiunturale_in_fr.;importazioni;0
2019;Svizzera;95 Servizi di riparazione di elaboratori elettronici e di beni per uso personale e domestico;Tot_complessivo_in_fr.;esportazioni;0
2019;Svizzera;95 Servizi di riparazione di elaboratori elettronici e di beni per uso personale e domestico;Tot_complessivo_in_fr.;importazioni;0
2019;Svizzera;96 Altri servizi personali;Tot_congiunturale_in_fr.;esportazioni;52289
2019;Svizzera;96 Altri servizi personali;Tot_congiunturale_in_fr.;importazioni;71741
2019;Svizzera;96 Altri servizi personali;Tot_complessivo_in_fr.;esportazioni;52289
2019;Svizzera;96 Altri servizi personali;Tot_complessivo_in_fr.;importazioni;71741
2019;Svizzera;97 Servizi di datore di lavoro per personale domestico svolti da famiglie e convivenze;Tot_congiunturale_in_fr.;esportazioni;0
2019;Svizzera;97 Servizi di datore di lavoro per personale domestico svolti da famiglie e convivenze;Tot_congiunturale_in_fr.;importazioni;0
2019;Svizzera;97 Servizi di datore di lavoro per personale domestico svolti da famiglie e convivenze;Tot_complessivo_in_fr.;esportazioni;0
2019;Svizzera;97 Servizi di datore di lavoro per personale domestico svolti da famiglie e convivenze;Tot_complessivo_in_fr.;importazioni;0
2019;Svizzera;98 Produzione di beni e servizi per uso proprio da parte di famiglie e convivenze;Tot_congiunturale_in_fr.;esportazioni;0
2019;Svizzera;98 Produzione di beni e servizi per uso proprio da parte di famiglie e convivenze;Tot_congiunturale_in_fr.;importazioni;0
2019;Svizzera;98 Produzione di beni e servizi per uso proprio da parte di famiglie e convivenze;Tot_complessivo_in_fr.;esportazioni;0
2019;Svizzera;98 Produzione di beni e servizi per uso proprio da parte di famiglie e convivenze;Tot_complessivo_in_fr.;importazioni;0
2019;Svizzera;99 Servizi forniti da organizzazioni ed organismi extraterritoriali;Tot_congiunturale_in_fr.;esportazioni;0
2019;Svizzera;99 Servizi forniti da organizzazioni ed organismi extraterritoriali;Tot_congiunturale_in_fr.;importazioni;0
2019;Svizzera;99 Servizi forniti da organizzazioni ed organismi extraterritoriali;Tot_complessivo_in_fr.;esportazioni;0
2019;Svizzera;99 Servizi forniti da organizzazioni ed organismi extraterritoriali;Tot_complessivo_in_fr.;importazioni;0
2019;Ticino;Totale;Tot_congiunturale_in_fr.;esportazioni;6063198598.17
2019;Ticino;Totale;Tot_congiunturale_in_fr.;importazioni;14775767159.45
2019;Ticino;Totale;Tot_complessivo_in_fr.;esportazioni;33553382603.27
2019;Ticino;Totale;Tot_complessivo_in_fr.;importazioni;41654575884.3
2019;Ticino;01 Prodotti dell'agricoltura e della caccia e relativi servizi;Tot_congiunturale_in_fr.;esportazioni;2705969.38
2019;Ticino;01 Prodotti dell'agricoltura e della caccia e relativi servizi;Tot_congiunturale_in_fr.;importazioni;68810409.63
2019;Ticino;01 Prodotti dell'agricoltura e della caccia e relativi servizi;Tot_complessivo_in_fr.;esportazioni;2705969.38
2019;Ticino;01 Prodotti dell'agricoltura e della caccia e relativi servizi;Tot_complessivo_in_fr.;importazioni;68810409.63
2019;Ticino;02 Prodotti della silvicoltura, delle operazioni di taglio e trasporto dei tronchi e servizi connessi;Tot_congiunturale_in_fr.;esportazioni;635803.67
2019;Ticino;02 Prodotti della silvicoltura, delle operazioni di taglio e trasporto dei tronchi e servizi connessi;Tot_congiunturale_in_fr.;importazioni;4042419.68
2019;Ticino;02 Prodotti della silvicoltura, delle operazioni di taglio e trasporto dei tronchi e servizi connessi;Tot_complessivo_in_fr.;esportazioni;635803.67
2019;Ticino;02 Prodotti della silvicoltura, delle operazioni di taglio e trasporto dei tronchi e servizi connessi;Tot_complessivo_in_fr.;importazioni;4042419.68
2019;Ticino;"03 Pesci ed altri prodotti della pesca; prodotti dell'acquacoltura; servizi di supporto per la pesca";Tot_congiunturale_in_fr.;esportazioni;5.28
2019;Ticino;"03 Pesci ed altri prodotti della pesca; prodotti dell'acquacoltura; servizi di supporto per la pesca";Tot_congiunturale_in_fr.;importazioni;5492994.63
2019;Ticino;"03 Pesci ed altri prodotti della pesca; prodotti dell'acquacoltura; servizi di supporto per la pesca";Tot_complessivo_in_fr.;esportazioni;2048.2
2019;Ticino;"03 Pesci ed altri prodotti della pesca; prodotti dell'acquacoltura; servizi di supporto per la pesca";Tot_complessivo_in_fr.;importazioni;5503083.53
2019;Ticino;05 Carboni fossili e ligniti;Tot_congiunturale_in_fr.;esportazioni;0
2019;Ticino;05 Carboni fossili e ligniti;Tot_congiunturale_in_fr.;importazioni;1133157.98
2019;Ticino;05 Carboni fossili e ligniti;Tot_complessivo_in_fr.;esportazioni;0
2019;Ticino;05 Carboni fossili e ligniti;Tot_complessivo_in_fr.;importazioni;1133157.98
2019;Ticino;06 Petrolio greggio e gas naturale;Tot_congiunturale_in_fr.;esportazioni;10194.91
2019;Ticino;06 Petrolio greggio e gas naturale;Tot_congiunturale_in_fr.;importazioni;37340172.11
2019;Ticino;06 Petrolio greggio e gas naturale;Tot_complessivo_in_fr.;esportazioni;10194.91
2019;Ticino;06 Petrolio greggio e gas naturale;Tot_complessivo_in_fr.;importazioni;37340172.11
2019;Ticino;07 Minerali metalliferi;Tot_congiunturale_in_fr.;esportazioni;19809
2019;Ticino;07 Minerali metalliferi;Tot_congiunturale_in_fr.;importazioni;621013.14
2019;Ticino;07 Minerali metalliferi;Tot_complessivo_in_fr.;esportazioni;19809
2019;Ticino;07 Minerali metalliferi;Tot_complessivo_in_fr.;importazioni;621013.14
2019;Ticino;08 Altri prodotti delle miniere e delle cave;Tot_congiunturale_in_fr.;esportazioni;9142178.55
2019;Ticino;08 Altri prodotti delle miniere e delle cave;Tot_congiunturale_in_fr.;importazioni;23604205.88
2019;Ticino;08 Altri prodotti delle miniere e delle cave;Tot_complessivo_in_fr.;esportazioni;9142472.72
2019;Ticino;08 Altri prodotti delle miniere e delle cave;Tot_complessivo_in_fr.;importazioni;23607239.96
2019;Ticino;09 Servizi di supporto per le attività di estrazione;Tot_congiunturale_in_fr.;esportazioni;0
2019;Ticino;09 Servizi di supporto per le attività di estrazione;Tot_congiunturale_in_fr.;importazioni;0
2019;Ticino;09 Servizi di supporto per le attività di estrazione;Tot_complessivo_in_fr.;esportazioni;0
2019;Ticino;09 Servizi di supporto per le attività di estrazione;Tot_complessivo_in_fr.;importazioni;0
2019;Ticino;10 Prodotti alimentari;Tot_congiunturale_in_fr.;esportazioni;179433214.86
2019;Ticino;10 Prodotti alimentari;Tot_congiunturale_in_fr.;importazioni;370983500.88
2019;Ticino;10 Prodotti alimentari;Tot_complessivo_in_fr.;esportazioni;179433214.86
2019;Ticino;10 Prodotti alimentari;Tot_complessivo_in_fr.;importazioni;370983500.88
2019;Ticino;11 Bevande;Tot_congiunturale_in_fr.;esportazioni;15869368.79
2019;Ticino;11 Bevande;Tot_congiunturale_in_fr.;importazioni;115065638.84
2019;Ticino;11 Bevande;Tot_complessivo_in_fr.;esportazioni;15869368.79
2019;Ticino;11 Bevande;Tot_complessivo_in_fr.;importazioni;115065638.84
2019;Ticino;12 Prodotti a base di tabacco;Tot_congiunturale_in_fr.;esportazioni;502594.52
2019;Ticino;12 Prodotti a base di tabacco;Tot_congiunturale_in_fr.;importazioni;4362232.53
2019;Ticino;12 Prodotti a base di tabacco;Tot_complessivo_in_fr.;esportazioni;502594.52
2019;Ticino;12 Prodotti a base di tabacco;Tot_complessivo_in_fr.;importazioni;4362232.53
2019;Ticino;13 Prodotti tessili;Tot_congiunturale_in_fr.;esportazioni;21812145.57
2019;Ticino;13 Prodotti tessili;Tot_congiunturale_in_fr.;importazioni;73125045.43
2019;Ticino;13 Prodotti tessili;Tot_complessivo_in_fr.;esportazioni;21812145.57
2019;Ticino;13 Prodotti tessili;Tot_complessivo_in_fr.;importazioni;73125045.43
2019;Ticino;14 Articoli di abbigliamento;Tot_congiunturale_in_fr.;esportazioni;385303196.86
2019;Ticino;14 Articoli di abbigliamento;Tot_congiunturale_in_fr.;importazioni;583655135.65
2019;Ticino;14 Articoli di abbigliamento;Tot_complessivo_in_fr.;esportazioni;385303196.86
2019;Ticino;14 Articoli di abbigliamento;Tot_complessivo_in_fr.;importazioni;583655135.65
2019;Ticino;15 Cuoio e relativi prodotti;Tot_congiunturale_in_fr.;esportazioni;504578847.67
2019;Ticino;15 Cuoio e relativi prodotti;Tot_congiunturale_in_fr.;importazioni;653897696.85
2019;Ticino;15 Cuoio e relativi prodotti;Tot_complessivo_in_fr.;esportazioni;504578847.67
2019;Ticino;15 Cuoio e relativi prodotti;Tot_complessivo_in_fr.;importazioni;653897696.85
2019;Ticino;"16 Legno e prodotti in legno e sughero (esclusi i mobili); articoli di paglia e materiali da intreccio";Tot_congiunturale_in_fr.;esportazioni;9149467.53
2019;Ticino;"16 Legno e prodotti in legno e sughero (esclusi i mobili); articoli di paglia e materiali da intreccio";Tot_congiunturale_in_fr.;importazioni;59261502.87
2019;Ticino;"16 Legno e prodotti in legno e sughero (esclusi i mobili); articoli di paglia e materiali da intreccio";Tot_complessivo_in_fr.;esportazioni;9149467.53
2019;Ticino;"16 Legno e prodotti in legno e sughero (esclusi i mobili); articoli di paglia e materiali da intreccio";Tot_complessivo_in_fr.;importazioni;59261502.87
2019;Ticino;17 Carta e prodotti di carta;Tot_congiunturale_in_fr.;esportazioni;10768418.27
2019;Ticino;17 Carta e prodotti di carta;Tot_congiunturale_in_fr.;importazioni;81907084.18
2019;Ticino;17 Carta e prodotti di carta;Tot_complessivo_in_fr.;esportazioni;10768418.27
2019;Ticino;17 Carta e prodotti di carta;Tot_complessivo_in_fr.;importazioni;81907084.18
2019;Ticino;18 Servizi di stampa e di registrazione;Tot_congiunturale_in_fr.;esportazioni;363685.68
2019;Ticino;18 Servizi di stampa e di registrazione;Tot_congiunturale_in_fr.;importazioni;1492324.97
2019;Ticino;18 Servizi di stampa e di registrazione;Tot_complessivo_in_fr.;esportazioni;363685.68
2019;Ticino;18 Servizi di stampa e di registrazione;Tot_complessivo_in_fr.;importazioni;1492324.97
2019;Ticino;19 Coke e prodotti petroliferi raffinati;Tot_congiunturale_in_fr.;esportazioni;3765805.69
2019;Ticino;19 Coke e prodotti petroliferi raffinati;Tot_congiunturale_in_fr.;importazioni;217062353.88
2019;Ticino;19 Coke e prodotti petroliferi raffinati;Tot_complessivo_in_fr.;esportazioni;3765805.69
2019;Ticino;19 Coke e prodotti petroliferi raffinati;Tot_complessivo_in_fr.;importazioni;217062353.88
2019;Ticino;20 Prodotti chimici;Tot_congiunturale_in_fr.;esportazioni;356733601.19
2019;Ticino;20 Prodotti chimici;Tot_congiunturale_in_fr.;importazioni;521100487.89
2019;Ticino;20 Prodotti chimici;Tot_complessivo_in_fr.;esportazioni;356738513.7
2019;Ticino;20 Prodotti chimici;Tot_complessivo_in_fr.;importazioni;522132290.96
2019;Ticino;21 Prodotti farmaceutici di base e preparati farmaceutici;Tot_congiunturale_in_fr.;esportazioni;852150499.54
2019;Ticino;21 Prodotti farmaceutici di base e preparati farmaceutici;Tot_congiunturale_in_fr.;importazioni;382979303.85
2019;Ticino;21 Prodotti farmaceutici di base e preparati farmaceutici;Tot_complessivo_in_fr.;esportazioni;852150499.54
2019;Ticino;21 Prodotti farmaceutici di base e preparati farmaceutici;Tot_complessivo_in_fr.;importazioni;382979303.85
2019;Ticino;22 Articoli in gomma e materie plastiche;Tot_congiunturale_in_fr.;esportazioni;257356413.37
2019;Ticino;22 Articoli in gomma e materie plastiche;Tot_congiunturale_in_fr.;importazioni;237796053.31
2019;Ticino;22 Articoli in gomma e materie plastiche;Tot_complessivo_in_fr.;esportazioni;257356413.37
2019;Ticino;22 Articoli in gomma e materie plastiche;Tot_complessivo_in_fr.;importazioni;237796053.31
2019;Ticino;23 Altri prodotti della lavorazione di minerali non metalliferi;Tot_congiunturale_in_fr.;esportazioni;79338298.83
2019;Ticino;23 Altri prodotti della lavorazione di minerali non metalliferi;Tot_congiunturale_in_fr.;importazioni;158823320.3
2019;Ticino;23 Altri prodotti della lavorazione di minerali non metalliferi;Tot_complessivo_in_fr.;esportazioni;79338298.83
2019;Ticino;23 Altri prodotti della lavorazione di minerali non metalliferi;Tot_complessivo_in_fr.;importazioni;158823320.3
2019;Ticino;24 Metalli;Tot_congiunturale_in_fr.;esportazioni;339250167.9
2019;Ticino;24 Metalli;Tot_congiunturale_in_fr.;importazioni;444058037.08
2019;Ticino;24 Metalli;Tot_complessivo_in_fr.;esportazioni;27595608860.27
2019;Ticino;24 Metalli;Tot_complessivo_in_fr.;importazioni;25976762573.3
2019;Ticino;25 Prodotti in metallo, esclusi macchine e impianti;Tot_congiunturale_in_fr.;esportazioni;259709343.38
2019;Ticino;25 Prodotti in metallo, esclusi macchine e impianti;Tot_congiunturale_in_fr.;importazioni;248521676.9
2019;Ticino;25 Prodotti in metallo, esclusi macchine e impianti;Tot_complessivo_in_fr.;esportazioni;259709343.38
2019;Ticino;25 Prodotti in metallo, esclusi macchine e impianti;Tot_complessivo_in_fr.;importazioni;248521676.9
2019;Ticino;26 Prodotti informatici, elettronici ed ottici;Tot_congiunturale_in_fr.;esportazioni;419835238.82
2019;Ticino;26 Prodotti informatici, elettronici ed ottici;Tot_congiunturale_in_fr.;importazioni;268372307.65
2019;Ticino;26 Prodotti informatici, elettronici ed ottici;Tot_complessivo_in_fr.;esportazioni;419835238.82
2019;Ticino;26 Prodotti informatici, elettronici ed ottici;Tot_complessivo_in_fr.;importazioni;268372307.65
2019;Ticino;27 Apparecchiature elettriche;Tot_congiunturale_in_fr.;esportazioni;667198600.48
2019;Ticino;27 Apparecchiature elettriche;Tot_congiunturale_in_fr.;importazioni;340635911.59
2019;Ticino;27 Apparecchiature elettriche;Tot_complessivo_in_fr.;esportazioni;667198600.48
2019;Ticino;27 Apparecchiature elettriche;Tot_complessivo_in_fr.;importazioni;340635911.59
2019;Ticino;28 Macchine ed apparecchi meccanici n.c.a.;Tot_congiunturale_in_fr.;esportazioni;808953195.34
2019;Ticino;28 Macchine ed apparecchi meccanici n.c.a.;Tot_congiunturale_in_fr.;importazioni;551650197.64
2019;Ticino;28 Macchine ed apparecchi meccanici n.c.a.;Tot_complessivo_in_fr.;esportazioni;808953195.34
2019;Ticino;28 Macchine ed apparecchi meccanici n.c.a.;Tot_complessivo_in_fr.;importazioni;551650197.64
2019;Ticino;29 Autoveicoli, rimorchi e semirimorchi;Tot_congiunturale_in_fr.;esportazioni;62039072.88
2019;Ticino;29 Autoveicoli, rimorchi e semirimorchi;Tot_congiunturale_in_fr.;importazioni;241903788.85
2019;Ticino;29 Autoveicoli, rimorchi e semirimorchi;Tot_complessivo_in_fr.;esportazioni;62039072.88
2019;Ticino;29 Autoveicoli, rimorchi e semirimorchi;Tot_complessivo_in_fr.;importazioni;241903788.85
2019;Ticino;30 Altri mezzi di trasporto;Tot_congiunturale_in_fr.;esportazioni;39386075.58
2019;Ticino;30 Altri mezzi di trasporto;Tot_congiunturale_in_fr.;importazioni;106021529.17
2019;Ticino;30 Altri mezzi di trasporto;Tot_complessivo_in_fr.;esportazioni;39386075.58
2019;Ticino;30 Altri mezzi di trasporto;Tot_complessivo_in_fr.;importazioni;106021529.17
2019;Ticino;31 Mobilio;Tot_congiunturale_in_fr.;esportazioni;3143730.38
2019;Ticino;31 Mobilio;Tot_congiunturale_in_fr.;importazioni;130907405.64
2019;Ticino;31 Mobilio;Tot_complessivo_in_fr.;esportazioni;3143730.38
2019;Ticino;31 Mobilio;Tot_complessivo_in_fr.;importazioni;130907405.64
2019;Ticino;32 Altri manufatti;Tot_congiunturale_in_fr.;esportazioni;687441355.17
2019;Ticino;32 Altri manufatti;Tot_congiunturale_in_fr.;importazioni;8798566700.44
2019;Ticino;32 Altri manufatti;Tot_complessivo_in_fr.;esportazioni;769261654
2019;Ticino;32 Altri manufatti;Tot_complessivo_in_fr.;importazioni;8900495551.31
2019;Ticino;33 Servizi di riparazione e installazione di macchinari e apparecchi;Tot_congiunturale_in_fr.;esportazioni;0
2019;Ticino;33 Servizi di riparazione e installazione di macchinari e apparecchi;Tot_congiunturale_in_fr.;importazioni;0
2019;Ticino;33 Servizi di riparazione e installazione di macchinari e apparecchi;Tot_complessivo_in_fr.;esportazioni;0
2019;Ticino;33 Servizi di riparazione e installazione di macchinari e apparecchi;Tot_complessivo_in_fr.;importazioni;0
2019;Ticino;35 Energia elettrica, gas, vapore e aria condizionata;Tot_congiunturale_in_fr.;esportazioni;42082098.71
2019;Ticino;35 Energia elettrica, gas, vapore e aria condizionata;Tot_congiunturale_in_fr.;importazioni;7666273.28
2019;Ticino;35 Energia elettrica, gas, vapore e aria condizionata;Tot_complessivo_in_fr.;esportazioni;42082098.71
2019;Ticino;35 Energia elettrica, gas, vapore e aria condizionata;Tot_complessivo_in_fr.;importazioni;7666273.28
2019;Ticino;"36 Acqua naturale; servizi di trattamento delle acque e di produzione e distribuzione d'acqua";Tot_congiunturale_in_fr.;esportazioni;0
2019;Ticino;"36 Acqua naturale; servizi di trattamento delle acque e di produzione e distribuzione d'acqua";Tot_congiunturale_in_fr.;importazioni;0
2019;Ticino;"36 Acqua naturale; servizi di trattamento delle acque e di produzione e distribuzione d'acqua";Tot_complessivo_in_fr.;esportazioni;0
2019;Ticino;"36 Acqua naturale; servizi di trattamento delle acque e di produzione e distribuzione d'acqua";Tot_complessivo_in_fr.;importazioni;0
2019;Ticino;"37 Servizi di smaltimento delle acque di scarico; fanghi di depurazione";Tot_congiunturale_in_fr.;esportazioni;0
2019;Ticino;"37 Servizi di smaltimento delle acque di scarico; fanghi di depurazione";Tot_congiunturale_in_fr.;importazioni;554.61
2019;Ticino;"37 Servizi di smaltimento delle acque di scarico; fanghi di depurazione";Tot_complessivo_in_fr.;esportazioni;0
2019;Ticino;"37 Servizi di smaltimento delle acque di scarico; fanghi di depurazione";Tot_complessivo_in_fr.;importazioni;554.61
2019;Ticino;"38 Servizi di trattamento e smaltimento dei rifiuti; servizi di recupero dei materiali";Tot_congiunturale_in_fr.;esportazioni;37222749.84
2019;Ticino;"38 Servizi di trattamento e smaltimento dei rifiuti; servizi di recupero dei materiali";Tot_congiunturale_in_fr.;importazioni;1705273.93
2019;Ticino;"38 Servizi di trattamento e smaltimento dei rifiuti; servizi di recupero dei materiali";Tot_complessivo_in_fr.;esportazioni;178126736.8
2019;Ticino;"38 Servizi di trattamento e smaltimento dei rifiuti; servizi di recupero dei materiali";Tot_complessivo_in_fr.;importazioni;1233887213.47
2019;Ticino;39 Servizi di decontaminazione ed altri servizi di trattamento dei rifiuti;Tot_congiunturale_in_fr.;esportazioni;0
2019;Ticino;39 Servizi di decontaminazione ed altri servizi di trattamento dei rifiuti;Tot_congiunturale_in_fr.;importazioni;0
2019;Ticino;39 Servizi di decontaminazione ed altri servizi di trattamento dei rifiuti;Tot_complessivo_in_fr.;esportazioni;0
2019;Ticino;39 Servizi di decontaminazione ed altri servizi di trattamento dei rifiuti;Tot_complessivo_in_fr.;importazioni;0
2019;Ticino;41 Edifici ed opere di edilizia civile;Tot_congiunturale_in_fr.;esportazioni;0
2019;Ticino;41 Edifici ed opere di edilizia civile;Tot_congiunturale_in_fr.;importazioni;0
2019;Ticino;41 Edifici ed opere di edilizia civile;Tot_complessivo_in_fr.;esportazioni;0
2019;Ticino;41 Edifici ed opere di edilizia civile;Tot_complessivo_in_fr.;importazioni;0
2019;Ticino;42 Lavori di costruzione ed opere di genio civile;Tot_congiunturale_in_fr.;esportazioni;0
2019;Ticino;42 Lavori di costruzione ed opere di genio civile;Tot_congiunturale_in_fr.;importazioni;0
2019;Ticino;42 Lavori di costruzione ed opere di genio civile;Tot_complessivo_in_fr.;esportazioni;0
2019;Ticino;42 Lavori di costruzione ed opere di genio civile;Tot_complessivo_in_fr.;importazioni;0
2019;Ticino;43 Opere specializzate;Tot_congiunturale_in_fr.;esportazioni;0
2019;Ticino;43 Opere specializzate;Tot_congiunturale_in_fr.;importazioni;0
2019;Ticino;43 Opere specializzate;Tot_complessivo_in_fr.;esportazioni;0
2019;Ticino;43 Opere specializzate;Tot_complessivo_in_fr.;importazioni;0
2019;Ticino;45 Servizi di vendita all'ingrosso e al dettaglio e di riparazione di autoveicoli e motocicli;Tot_congiunturale_in_fr.;esportazioni;0
2019;Ticino;45 Servizi di vendita all'ingrosso e al dettaglio e di riparazione di autoveicoli e motocicli;Tot_congiunturale_in_fr.;importazioni;0
2019;Ticino;45 Servizi di vendita all'ingrosso e al dettaglio e di riparazione di autoveicoli e motocicli;Tot_complessivo_in_fr.;esportazioni;0
2019;Ticino;45 Servizi di vendita all'ingrosso e al dettaglio e di riparazione di autoveicoli e motocicli;Tot_complessivo_in_fr.;importazioni;0
2019;Ticino;46 Servizi di vendita all'ingrosso, escluso quello di autoveicoli e di motocicli;Tot_congiunturale_in_fr.;esportazioni;0
2019;Ticino;46 Servizi di vendita all'ingrosso, escluso quello di autoveicoli e di motocicli;Tot_congiunturale_in_fr.;importazioni;0
2019;Ticino;46 Servizi di vendita all'ingrosso, escluso quello di autoveicoli e di motocicli;Tot_complessivo_in_fr.;esportazioni;0
2019;Ticino;46 Servizi di vendita all'ingrosso, escluso quello di autoveicoli e di motocicli;Tot_complessivo_in_fr.;importazioni;0
2019;Ticino;47 Servizi di vendita al dettaglio, escluso quello di autoveicoli e di motocicli;Tot_congiunturale_in_fr.;esportazioni;0
2019;Ticino;47 Servizi di vendita al dettaglio, escluso quello di autoveicoli e di motocicli;Tot_congiunturale_in_fr.;importazioni;0
2019;Ticino;47 Servizi di vendita al dettaglio, escluso quello di autoveicoli e di motocicli;Tot_complessivo_in_fr.;esportazioni;0
